scenario,value,ablation,seed,user_num,load_scale,bw_scale,f_scale,tmax_scale,p_c6_viol,p_c7_viol,p_c8_viol,mean_overflow_prob,mean_m1_excess_cond,mean_m2_excess_cond,mean_offload_ratio,total_energy,avg_energy_per_slot_user,lyap_constraint_weight,lyap_energy_weight,lyap_constraint_scale,lyap_energy_scale,wolf_epsilon,episodes,warmup_ratio
user_num,20,Random,1,20,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6486666666666666,10574150.853869017,195367846485011.12,0.499666666666667,92.30908693830959,0.0307696956461032,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,25,Full,1,25,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.072,512168.14297995553,2604187935640.2446,0.14853333333333307,14.805852509962298,0.003948227335989946,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,25,-VQ,1,25,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.072,297403.9995083332,715720238234.482,0.139733333333333,14.293890111534298,0.0038117040297424793,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,25,-GPD,1,25,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.072,512168.14297995553,2604187935640.2446,0.14853333333333307,14.805852509962298,0.003948227335989946,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,25,-Lyapunov,1,25,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.072,297403.9995083332,715720238234.482,0.139733333333333,14.293890111534298,0.0038117040297424793,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,25,-Priority,1,25,1.0,1.0,1.0,1.0,0.16,0.0,0.0,0.05573333333333333,379477.0568211356,1526201417058.9,0.14479999999999965,2.983920159884686,0.0007957120426359162,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,25,Random,1,25,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6418666666666668,10753041.77118793,202070786526884.12,0.5074666666666664,134.6386906012644,0.035903650827003836,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,30,Full,1,30,1.0,1.0,1.0,1.0,0.3,0.03333333333333333,0.0,0.09933333333333333,733481.905621884,4828973226988.261,0.15533333333333352,20.488436081327837,0.00455298579585063,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,30,-VQ,1,30,1.0,1.0,1.0,1.0,0.3,0.0,0.0,0.09933333333333333,422919.8447736811,1173424767965.6338,0.14377777777777792,19.844130590697414,0.0044098067979327586,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,30,-GPD,1,30,1.0,1.0,1.0,1.0,0.3,0.03333333333333333,0.0,0.09933333333333333,733481.905621884,4828973226988.261,0.15533333333333352,20.488436081327837,0.00455298579585063,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,30,-Lyapunov,1,30,1.0,1.0,1.0,1.0,0.3,0.0,0.0,0.09933333333333333,422919.8447736811,1173424767965.6338,0.14377777777777792,19.844130590697414,0.0044098067979327586,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,30,-Priority,1,30,1.0,1.0,1.0,1.0,0.3,0.06666666666666667,0.0,0.10177777777777777,815005.9985621392,5282470800917.736,0.1573333333333335,3.7816598764988876,0.0008403688614441972,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,30,Random,1,30,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6,0.6431111111111111,11151740.22576028,215899477612435.88,0.5164444444444446,194.2505100681793,0.04316678001515095,20.0,1.0,1e+24,1e+25,0.1,300,0.5
